"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
11,"LAYING",0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.134832031403509,0.943017941403509,0.112620189964912,0.0766645337017544,0.0122193853629825,0.00277690502070175,-0.0191743840136842,-0.041559989822807,0.152019015929825,-0.102297501877193,-0.0412391429298246,-0.0666957489649123,-0.980621180175439,-0.980621180175439,-0.983330628421053,-0.952523752105263,-0.990641248245614,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.984884874385965,-0.973882496666667,-0.979564844210526,-0.97618747122807,-0.982640271929825,-0.961434420701754,-0.973994004561404,-0.976940774561403,-0.967093356491228,-0.985978837192982,0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.134832031403509,0.943017941403509,0.112620189964912,0.0766645337017544,0.0122193853629825,0.00277690502070175,-0.0191743840136842,-0.041559989822807,0.152019015929825,-0.102297501877193,-0.0412391429298246,-0.0666957489649123,-0.980621180175439,-0.980621180175439,-0.983330628421053,-0.952523752105263,-0.990641248245614,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.984884874385965,-0.973882496666667,-0.979564844210526,-0.97618747122807,-0.982640271929825,-0.961434420701754,-0.973994004561404,-0.976940774561403,-0.967093356491228,-0.985978837192982
12,"LAYING",0.260113433,-0.0175203917146667,-0.108160125666667,-0.3785920653,0.8033788345,0.2750431984,0.0854295393833333,0.00774408308,-0.0043714837772,-0.0146546807316667,-0.0835537350333333,0.14519184795,-0.0990402297166667,-0.0410675310833333,-0.0678909002816667,-0.9482046755,-0.9482046755,-0.969843834166667,-0.9308405935,-0.971067768833333,-0.956248487666667,-0.951265971,-0.954724801666667,-0.968742758833333,-0.963223332,-0.967149695166667,-0.9566538865,-0.95256172,-0.9456732415,-0.9438674399,-0.962448418666667,-0.9454970225,-0.963949607166667,-0.95531868,-0.949072009333333,-0.9483338435,-0.936458309333333,-0.974396492666667,-0.9596439555,-0.969276283333333,-0.962639526833333,-0.970629308166667,-0.966090742,-0.953873893833333,-0.950157442166667,-0.9671982025,-0.965900370833333,-0.969953929666667,-0.936542686833333,-0.936542686833333,-0.962580915166667,-0.935725715833333,-0.962012018333333,-0.955207641833333,-0.9506400405,-0.948380833666667,-0.972820011166667,-0.964703656833333,-0.972713844666667,-0.969254585333333,-0.955343675666667,-0.956424382333333,-0.942133255166667,-0.961653004,-0.940373827666667,-0.961911612333333
13,"LAYING",0.276716360483871,-0.020440454366129,-0.104331864532258,-0.156852206467742,0.656400944354839,0.598884988709677,0.0767774832096774,0.0183441894580645,-0.00988389709596774,-0.00973609968045161,-0.0966250701451613,0.117819614790323,-0.101835573822581,-0.0417744000370968,-0.0648770419677419,-0.960517768225806,-0.960517768225806,-0.985467853870968,-0.944303111935484,-0.98544626483871,-0.974716920483871,-0.965843757258064,-0.966295582741935,-0.985199684354839,-0.980375137419355,-0.980994601935484,-0.96946349,-0.968689729193548,-0.969126880322581,-0.959535493548387,-0.980754385967742,-0.957681621290323,-0.978150814032258,-0.968891989354839,-0.950947949516129,-0.950392995483871,-0.957875244677419,-0.975948136290323,-0.959892863709677,-0.98541995,-0.980152342903226,-0.983070657419355,-0.972143470322581,-0.96270462,-0.967350513709677,-0.981404742903226,-0.978854747419355,-0.989801549193548,-0.947944746612903,-0.947944746612903,-0.980066243387097,-0.944687480967742,-0.975113305645161,-0.966960088387097,-0.947462328225806,-0.945852135806452,-0.98707817516129,-0.981394261612903,-0.983670049354839,-0.973446792419355,-0.959944126451613,-0.969797214516129,-0.949431319193548,-0.978044349516129,-0.946133432096774,-0.972798632258065
14,"LAYING",0.233275439803922,-0.0113424652490196,-0.0868333315509804,-0.145483631627451,0.48539692745098,0.83656291,0.098140384845098,-0.00831507059607843,-0.0323601505045098,0.00505221181607843,-0.153423807745098,0.149124058235294,-0.105446637019608,-0.0372677398193922,-0.0566171868039216,-0.905978250196078,-0.905978250196078,-0.972576392941176,-0.904665418431373,-0.975621183137255,-0.933936178235294,-0.930366906078431,-0.927882307058824,-0.972010709215686,-0.969342124313725,-0.968593195686275,-0.949959040588235,-0.938087898235294,-0.949107162941176,-0.899463668843137,-0.96798859627451,-0.930151731176471,-0.966455343137255,0.233275439803922,-0.0113424652490196,-0.0868333315509804,-0.145483631627451,0.48539692745098,0.83656291,0.098140384845098,-0.00831507059607843,-0.0323601505045098,0.00505221181607843,-0.153423807745098,0.149124058235294,-0.105446637019608,-0.0372677398193922,-0.0566171868039216,-0.905978250196078,-0.905978250196078,-0.972576392941176,-0.904665418431373,-0.975621183137255,-0.933936178235294,-0.930366906078431,-0.927882307058824,-0.972010709215686,-0.969342124313725,-0.968593195686275,-0.949959040588235,-0.938087898235294,-0.949107162941176,-0.899463668843137,-0.96798859627451,-0.930151731176471,-0.966455343137255
15,"LAYING",0.2894756525,-0.0166296542054167,-0.118530240291667,-0.1719930545,0.899242553055556,-0.0369192905555556,0.0767515438611111,0.0123984271386111,-0.00443927981861111,-0.0168300887791667,-0.0619700871944444,0.113451899791667,-0.102266714236111,-0.0415878968152778,-0.0624334556236111,-0.955340661527778,-0.955340661527778,-0.979890228194444,-0.944605127222222,-0.983235025416667,-0.974016176527778,-0.962461124305556,-0.95156594625,-0.981329999027778,-0.970833221666667,-0.97477568375,-0.955413596111111,-0.964310893611111,-0.958190099861111,-0.956001034027778,-0.973681222777778,-0.946812642361111,-0.975727853888889,0.2894756525,-0.0166296542054167,-0.118530240291667,-0.1719930545,0.899242553055556,-0.0369192905555556,0.0767515438611111,0.0123984271386111,-0.00443927981861111,-0.0168300887791667,-0.0619700871944444,0.113451899791667,-0.102266714236111,-0.0415878968152778,-0.0624334556236111,-0.955340661527778,-0.955340661527778,-0.979890228194444,-0.944605127222222,-0.983235025416667,-0.974016176527778,-0.962461124305556,-0.95156594625,-0.981329999027778,-0.970833221666667,-0.97477568375,-0.955413596111111,-0.964310893611111,-0.958190099861111,-0.956001034027778,-0.973681222777778,-0.946812642361111,-0.975727853888889
16,"LAYING",0.274227162571429,-0.0166103510562857,-0.107310493242857,-0.206783742242857,-0.0199270225714286,0.893884468571429,0.0783960268571429,0.0132805054325714,-0.00154105089764286,-0.0161545406857143,-0.113675060885714,0.0966210349428571,-0.1022095722,-0.0347735325871429,-0.0576790435142857,-0.961834634857143,-0.961834634857143,-0.988349656571429,-0.951777099571429,-0.990839526285714,-0.980213187428571,-0.963635575142857,-0.974580069142857,-0.988580046285714,-0.984752927142857,-0.985544945285714,-0.975892407428571,-0.976092920571429,-0.985957788,-0.968020521285714,-0.987514525142857,-0.970249638857143,-0.988695277714286,0.274227162571429,-0.0166103510562857,-0.107310493242857,-0.206783742242857,-0.0199270225714286,0.893884468571429,0.0783960268571429,0.0132805054325714,-0.00154105089764286,-0.0161545406857143,-0.113675060885714,0.0966210349428571,-0.1022095722,-0.0347735325871429,-0.0576790435142857,-0.961834634857143,-0.961834634857143,-0.988349656571429,-0.951777099571429,-0.990839526285714,-0.980213187428571,-0.963635575142857,-0.974580069142857,-0.988580046285714,-0.984752927142857,-0.985544945285714,-0.975892407428571,-0.976092920571429,-0.985957788,-0.968020521285714,-0.987514525142857,-0.970249638857143,-0.988695277714286
17,"LAYING",0.269780085577465,-0.0168462006729577,-0.107006279704225,-0.19913309,0.658792072253521,0.722657502112676,0.077908974656338,0.00706867100408451,-0.000143542544507042,-0.0234756467113239,-0.0944580192535211,0.111440490309859,-0.102049763957746,-0.0361961143943662,-0.0604927046338028,-0.953021411126761,-0.953021411126761,-0.981607627887324,-0.960733121690141,-0.985542411126761,-0.974359280140845,-0.954648102253521,-0.965406091549296,-0.98147206915493,-0.977212387746479,-0.98038005915493,-0.971949211126761,-0.973669098591549,-0.976164852112676,-0.961046326338028,-0.979687318732394,-0.969014444788732,-0.982765526478873,0.269780085577465,-0.0168462006729577,-0.107006279704225,-0.19913309,0.658792072253521,0.722657502112676,0.077908974656338,0.00706867100408451,-0.000143542544507042,-0.0234756467113239,-0.0944580192535211,0.111440490309859,-0.102049763957746,-0.0361961143943662,-0.0604927046338028,-0.953021411126761,-0.953021411126761,-0.981607627887324,-0.960733121690141,-0.985542411126761,-0.974359280140845,-0.954648102253521,-0.965406091549296,-0.98147206915493,-0.977212387746479,-0.98038005915493,-0.971949211126761,-0.973669098591549,-0.976164852112676,-0.961046326338028,-0.979687318732394,-0.969014444788732,-0.982765526478873
18,"LAYING",0.274691576923077,-0.0173937684615385,-0.107698927907692,-0.220600509076923,0.719755403692308,0.605495317692308,0.0749985010769231,0.0117018961415385,-0.00121344813430769,-0.02517618068,-0.0837587308153846,0.0937781948153846,-0.0997154236307692,-0.0393440191846154,-0.0593135986615385,-0.986456241538462,-0.986456241538462,-0.98832154,-0.980740846769231,-0.993095122615385,-0.985179972153846,-0.984909884615385,-0.988606906307692,-0.986404709384615,-0.985865325230769,-0.989116865846154,-0.992436927692308,-0.985611171384615,-0.984999291538462,-0.986788412,-0.988548418307692,-0.984329092153846,-0.991901007538462,-0.984527649230769,-0.986160920923077,-0.987658662307692,-0.982715987538462,-0.994093522615385,-0.990957249538462,-0.985921071076923,-0.985554339384615,-0.990660246153846,-0.992872598,-0.984202872923077,-0.985108386307692,-0.996104441384615,-0.990547638769231,-0.992548101846154,-0.986464542615385,-0.986464542615385,-0.989526277538462,-0.980560877846154,-0.992153054,-0.984321858307692,-0.986746450769231,-0.987224804307692,-0.986641245846154,-0.986210701230769,-0.990744752923077,-0.993019371692308,-0.983457774923077,-0.986483048153846,-0.987648484461539,-0.989710656769231,-0.981468841692308,-0.992737961692308
19,"LAYING",0.272653733493976,-0.0171426864421687,-0.10898146186747,-0.680043155060241,0.725646622771084,0.68762385253012,0.0772317998650602,0.011149573306747,-0.000988690855325301,-0.0312072730559566,-0.0952628014096386,0.10860511373494,-0.0956018266746988,-0.0371476597051807,-0.0599161477951807,-0.96626080686747,-0.96626080686747,-0.98478434,-0.953263432771084,-0.985342497710843,-0.97453373,-0.972798824096386,-0.985340447349398,-0.983478561807229,-0.974878270963855,-0.986506488795181,-0.974196217590361,-0.972061003493976,-0.97393233253012,-0.971957401325301,-0.980621564096386,-0.965624724457831,-0.981890470361446,0.272653733493976,-0.0171426864421687,-0.10898146186747,-0.680043155060241,0.725646622771084,0.68762385253012,0.0772317998650602,0.011149573306747,-0.000988690855325301,-0.0312072730559566,-0.0952628014096386,0.10860511373494,-0.0956018266746988,-0.0371476597051807,-0.0599161477951807,-0.96626080686747,-0.96626080686747,-0.98478434,-0.953263432771084,-0.985342497710843,-0.97453373,-0.972798824096386,-0.985340447349398,-0.983478561807229,-0.974878270963855,-0.986506488795181,-0.974196217590361,-0.972061003493976,-0.97393233253012,-0.971957401325301,-0.980621564096386,-0.965624724457831,-0.981890470361446
20,"LAYING",0.239507882205882,-0.0144406281132353,-0.104274322538235,-0.472431415573529,0.864882956617647,0.477573305,0.0892716006470588,0.00110822495382353,-0.00309891846569118,-0.0231760616308824,-0.0954899626029412,0.123680209926471,-0.0995033069117647,-0.038776298,-0.0610028293088235,-0.960743126176471,-0.960743126176471,-0.984670073823529,-0.9604473725,-0.986749500882353,-0.965728781617647,-0.965595958382353,-0.976392651323529,-0.983889985147059,-0.9772207075,-0.982876212058823,-0.982619403529412,-0.973120029558823,-0.972278603529412,-0.952827071323529,-0.979695458088235,-0.969832241176471,-0.981119820588235,-0.962249114705882,-0.964098180294118,-0.972571998382353,-0.928674215147059,-0.976018476911765,-0.9765185525,-0.984270728235294,-0.977002606764706,-0.984989224117647,-0.984477414264706,-0.972941910294118,-0.972409893529412,-0.989283577352941,-0.981540062058823,-0.986670534411765,-0.939489444558824,-0.939489444558824,-0.980161687058824,-0.962153597941176,-0.981079301617647,-0.960997907205882,-0.964960988382353,-0.971901324705882,-0.986213883088235,-0.978451446764706,-0.985707806323529,-0.985154588529412,-0.973092518088235,-0.974995267058824,-0.9418940855,-0.979565196911765,-0.964205915441177,-0.981986152941177
